,Name,Axis,Boundary,Threshold,Unfilled,Filled,%Filled
5019,p-o-39,Y-coord,-1.0-1.0,0.75,1247.0,173.0,12.183098591549296
5115,p-o-40,Y-coord,-1.0-1.0,0.75,1420.0,0.0,0.0
5211,p-o-41,Y-coord,-1.0-1.0,0.75,1404.0,16.0,1.1267605633802817
5307,p-o-42,Y-coord,-1.0-1.0,0.75,1298.0,122.0,8.591549295774648
5403,p-o-43,Y-coord,-1.0-1.0,0.75,1383.0,37.0,2.6056338028169015
5499,p-o-44,Y-coord,-1.0-1.0,0.75,1420.0,0.0,0.0
5595,p-o-45,Y-coord,-1.0-1.0,0.75,1420.0,0.0,0.0
5691,p-o-46,Y-coord,-1.0-1.0,0.75,1346.0,74.0,5.211267605633803
5787,p-o-47,Y-coord,-1.0-1.0,0.75,1418.0,2.0,0.14084507042253522
5883,p-o-48,Y-coord,-1.0-1.0,0.75,1295.0,125.0,8.80281690140845
5979,p-o-8,Y-coord,-1.0-1.0,0.75,1259.0,161.0,11.338028169014084
6075,p-o-9,Y-coord,-1.0-1.0,0.75,1420.0,0.0,0.0
28,c-n-1,Y-coord,-1.0-1.0,1.0,1195.0,225.0,15.845070422535212
124,c-n-2,Y-coord,-1.0-1.0,1.0,1180.0,240.0,16.901408450704224
220,c-n-3,Y-coord,-1.0-1.0,1.0,1183.0,237.0,16.690140845070424
316,c-o-1,Y-coord,-1.0-1.0,1.0,1217.0,203.0,14.295774647887324
412,c-o-2,Y-coord,-1.0-1.0,1.0,1263.0,157.0,11.056338028169014
508,c-o-3,Y-coord,-1.0-1.0,1.0,1169.0,251.0,17.676056338028168
604,c-o-4,Y-coord,-1.0-1.0,1.0,1175.0,245.0,17.253521126760564
700,c-o-5,Y-coord,-1.0-1.0,1.0,1209.0,211.0,14.859154929577464
796,c-o-6,Y-coord,-1.0-1.0,1.0,1173.0,247.0,17.3943661971831
892,c-o-7,Y-coord,-1.0-1.0,1.0,1175.0,245.0,17.253521126760564
988,c-o-8,Y-coord,-1.0-1.0,1.0,1187.0,233.0,16.408450704225352
1084,c-p-1,Y-coord,-1.0-1.0,1.0,1271.0,149.0,10.492957746478874
1180,c-s-1,Y-coord,-1.0-1.0,1.0,1300.0,120.0,8.450704225352112
1276,n-o-1,Y-coord,-1.0-1.0,1.0,1394.0,26.0,1.8309859154929577
1372,n-o-2,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
1468,n-o-3,Y-coord,-1.0-1.0,1.0,1263.0,157.0,11.056338028169014
1564,n-o-4,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
1660,n-o-5,Y-coord,-1.0-1.0,1.0,1265.0,155.0,10.915492957746478
1756,n-o-6,Y-coord,-1.0-1.0,1.0,1401.0,19.0,1.3380281690140845
1852,p-n-1,Y-coord,-1.0-1.0,1.0,1390.0,30.0,2.112676056338028
1948,p-n-2,Y-coord,-1.0-1.0,1.0,1391.0,29.0,2.0422535211267605
2044,p-n-3,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
2140,p-n-4,Y-coord,-1.0-1.0,1.0,1313.0,107.0,7.535211267605634
2236,p-o-10,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
2332,p-o-11,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
2428,p-o-12,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
2524,p-o-13,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
2620,p-o-14,Y-coord,-1.0-1.0,1.0,1367.0,53.0,3.732394366197183
2716,p-o-15,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
2812,p-o-16,Y-coord,-1.0-1.0,1.0,1391.0,29.0,2.0422535211267605
2908,p-o-17,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
3004,p-o-18,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
3100,p-o-19,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
3196,p-o-20,Y-coord,-1.0-1.0,1.0,1371.0,49.0,3.4507042253521125
3292,p-o-21,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
3388,p-o-22,Y-coord,-1.0-1.0,1.0,1385.0,35.0,2.464788732394366
3484,p-o-23,Y-coord,-1.0-1.0,1.0,1325.0,95.0,6.690140845070423
3580,p-o-24,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
3676,p-o-25,Y-coord,-1.0-1.0,1.0,1385.0,35.0,2.464788732394366
3772,p-o-26,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
3868,p-o-27,Y-coord,-1.0-1.0,1.0,1391.0,29.0,2.0422535211267605
3964,p-o-28,Y-coord,-1.0-1.0,1.0,1290.0,130.0,9.154929577464788
4060,p-o-29,Y-coord,-1.0-1.0,1.0,1398.0,22.0,1.5492957746478873
4156,p-o-30,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
4252,p-o-31,Y-coord,-1.0-1.0,1.0,1311.0,109.0,7.676056338028169
4348,p-o-32,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
4444,p-o-33,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
4540,p-o-34,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
4636,p-o-35,Y-coord,-1.0-1.0,1.0,1286.0,134.0,9.43661971830986
4732,p-o-36,Y-coord,-1.0-1.0,1.0,1194.0,226.0,15.915492957746478
4828,p-o-37,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
4924,p-o-38,Y-coord,-1.0-1.0,1.0,1301.0,119.0,8.380281690140846
5020,p-o-39,Y-coord,-1.0-1.0,1.0,1309.0,111.0,7.816901408450704
5116,p-o-40,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
5212,p-o-41,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
5308,p-o-42,Y-coord,-1.0-1.0,1.0,1376.0,44.0,3.0985915492957745
5404,p-o-43,Y-coord,-1.0-1.0,1.0,1417.0,3.0,0.2112676056338028
5500,p-o-44,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
5596,p-o-45,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
5692,p-o-46,Y-coord,-1.0-1.0,1.0,1380.0,40.0,2.816901408450704
5788,p-o-47,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
5884,p-o-48,Y-coord,-1.0-1.0,1.0,1353.0,67.0,4.71830985915493
5980,p-o-8,Y-coord,-1.0-1.0,1.0,1307.0,113.0,7.957746478873239
6076,p-o-9,Y-coord,-1.0-1.0,1.0,1420.0,0.0,0.0
29,c-n-1,Y-coord,-1.0-1.0,1.25,1285.0,135.0,9.507042253521126
125,c-n-2,Y-coord,-1.0-1.0,1.25,1223.0,197.0,13.873239436619718
221,c-n-3,Y-coord,-1.0-1.0,1.25,1266.0,154.0,10.845070422535212
317,c-o-1,Y-coord,-1.0-1.0,1.25,1262.0,158.0,11.126760563380282
413,c-o-2,Y-coord,-1.0-1.0,1.25,1324.0,96.0,6.76056338028169
509,c-o-3,Y-coord,-1.0-1.0,1.25,1210.0,210.0,14.788732394366198
605,c-o-4,Y-coord,-1.0-1.0,1.25,1224.0,196.0,13.80281690140845
701,c-o-5,Y-coord,-1.0-1.0,1.25,1244.0,176.0,12.394366197183098
797,c-o-6,Y-coord,-1.0-1.0,1.25,1217.0,203.0,14.295774647887324
893,c-o-7,Y-coord,-1.0-1.0,1.25,1218.0,202.0,14.225352112676056
989,c-o-8,Y-coord,-1.0-1.0,1.25,1233.0,187.0,13.169014084507042
1085,c-p-1,Y-coord,-1.0-1.0,1.25,1327.0,93.0,6.549295774647887
1181,c-s-1,Y-coord,-1.0-1.0,1.25,1334.0,86.0,6.056338028169014
1277,n-o-1,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
1373,n-o-2,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
1469,n-o-3,Y-coord,-1.0-1.0,1.25,1322.0,98.0,6.901408450704225
1565,n-o-4,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
1661,n-o-5,Y-coord,-1.0-1.0,1.25,1321.0,99.0,6.971830985915493
1757,n-o-6,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
1853,p-n-1,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
1949,p-n-2,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
2045,p-n-3,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
2141,p-n-4,Y-coord,-1.0-1.0,1.25,1343.0,77.0,5.422535211267606
2237,p-o-10,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
2333,p-o-11,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
2429,p-o-12,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
2525,p-o-13,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
2621,p-o-14,Y-coord,-1.0-1.0,1.25,1383.0,37.0,2.6056338028169015
2717,p-o-15,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
2813,p-o-16,Y-coord,-1.0-1.0,1.25,1417.0,3.0,0.2112676056338028
2909,p-o-17,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
3005,p-o-18,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
3101,p-o-19,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
3197,p-o-20,Y-coord,-1.0-1.0,1.25,1414.0,6.0,0.4225352112676056
3293,p-o-21,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
3389,p-o-22,Y-coord,-1.0-1.0,1.25,1417.0,3.0,0.2112676056338028
3485,p-o-23,Y-coord,-1.0-1.0,1.25,1351.0,69.0,4.859154929577465
3581,p-o-24,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
3677,p-o-25,Y-coord,-1.0-1.0,1.25,1417.0,3.0,0.2112676056338028
3773,p-o-26,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
3869,p-o-27,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
3965,p-o-28,Y-coord,-1.0-1.0,1.25,1328.0,92.0,6.47887323943662
4061,p-o-29,Y-coord,-1.0-1.0,1.25,1405.0,15.0,1.056338028169014
4157,p-o-30,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
4253,p-o-31,Y-coord,-1.0-1.0,1.25,1364.0,56.0,3.943661971830986
4349,p-o-32,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
4445,p-o-33,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
4541,p-o-34,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
4637,p-o-35,Y-coord,-1.0-1.0,1.25,1321.0,99.0,6.971830985915493
4733,p-o-36,Y-coord,-1.0-1.0,1.25,1238.0,182.0,12.816901408450704
4829,p-o-37,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
4925,p-o-38,Y-coord,-1.0-1.0,1.25,1340.0,80.0,5.633802816901408
5021,p-o-39,Y-coord,-1.0-1.0,1.25,1353.0,67.0,4.71830985915493
5117,p-o-40,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
5213,p-o-41,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
5309,p-o-42,Y-coord,-1.0-1.0,1.25,1415.0,5.0,0.352112676056338
5405,p-o-43,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
5501,p-o-44,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
5597,p-o-45,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
5693,p-o-46,Y-coord,-1.0-1.0,1.25,1405.0,15.0,1.056338028169014
5789,p-o-47,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
5885,p-o-48,Y-coord,-1.0-1.0,1.25,1374.0,46.0,3.23943661971831
5981,p-o-8,Y-coord,-1.0-1.0,1.25,1347.0,73.0,5.140845070422535
6077,p-o-9,Y-coord,-1.0-1.0,1.25,1420.0,0.0,0.0
30,c-n-1,Y-coord,-1.0-1.0,1.5,1359.0,61.0,4.295774647887324
126,c-n-2,Y-coord,-1.0-1.0,1.5,1303.0,117.0,8.23943661971831
222,c-n-3,Y-coord,-1.0-1.0,1.5,1366.0,54.0,3.8028169014084505
318,c-o-1,Y-coord,-1.0-1.0,1.5,1335.0,85.0,5.985915492957746
414,c-o-2,Y-coord,-1.0-1.0,1.5,1406.0,14.0,0.9859154929577465
510,c-o-3,Y-coord,-1.0-1.0,1.5,1290.0,130.0,9.154929577464788
606,c-o-4,Y-coord,-1.0-1.0,1.5,1309.0,111.0,7.816901408450704
702,c-o-5,Y-coord,-1.0-1.0,1.5,1292.0,128.0,9.014084507042254
798,c-o-6,Y-coord,-1.0-1.0,1.5,1300.0,120.0,8.450704225352112
894,c-o-7,Y-coord,-1.0-1.0,1.5,1299.0,121.0,8.52112676056338
990,c-o-8,Y-coord,-1.0-1.0,1.5,1316.0,104.0,7.323943661971831
1086,c-p-1,Y-coord,-1.0-1.0,1.5,1406.0,14.0,0.9859154929577465
1182,c-s-1,Y-coord,-1.0-1.0,1.5,1391.0,29.0,2.0422535211267605
1278,n-o-1,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
1374,n-o-2,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
1470,n-o-3,Y-coord,-1.0-1.0,1.5,1412.0,8.0,0.5633802816901409
1566,n-o-4,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
1662,n-o-5,Y-coord,-1.0-1.0,1.5,1413.0,7.0,0.49295774647887325
1758,n-o-6,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
1854,p-n-1,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
1950,p-n-2,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
2046,p-n-3,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
2142,p-n-4,Y-coord,-1.0-1.0,1.5,1398.0,22.0,1.5492957746478873
2238,p-o-10,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
2334,p-o-11,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
2430,p-o-12,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
2526,p-o-13,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
2622,p-o-14,Y-coord,-1.0-1.0,1.5,1410.0,10.0,0.704225352112676
2718,p-o-15,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
2814,p-o-16,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
2910,p-o-17,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
3006,p-o-18,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
3102,p-o-19,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
3198,p-o-20,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
3294,p-o-21,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
3390,p-o-22,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
3486,p-o-23,Y-coord,-1.0-1.0,1.5,1389.0,31.0,2.183098591549296
3582,p-o-24,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
3678,p-o-25,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
3774,p-o-26,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
3870,p-o-27,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
3966,p-o-28,Y-coord,-1.0-1.0,1.5,1390.0,30.0,2.112676056338028
4062,p-o-29,Y-coord,-1.0-1.0,1.5,1415.0,5.0,0.352112676056338
4158,p-o-30,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
4254,p-o-31,Y-coord,-1.0-1.0,1.5,1418.0,2.0,0.14084507042253522
4350,p-o-32,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
4446,p-o-33,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
4542,p-o-34,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
4638,p-o-35,Y-coord,-1.0-1.0,1.5,1390.0,30.0,2.112676056338028
4734,p-o-36,Y-coord,-1.0-1.0,1.5,1316.0,104.0,7.323943661971831
4830,p-o-37,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
4926,p-o-38,Y-coord,-1.0-1.0,1.5,1402.0,18.0,1.267605633802817
5022,p-o-39,Y-coord,-1.0-1.0,1.5,1408.0,12.0,0.8450704225352113
5118,p-o-40,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
5214,p-o-41,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
5310,p-o-42,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
5406,p-o-43,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
5502,p-o-44,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
5598,p-o-45,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
5694,p-o-46,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
5790,p-o-47,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
5886,p-o-48,Y-coord,-1.0-1.0,1.5,1403.0,17.0,1.1971830985915493
5982,p-o-8,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
6078,p-o-9,Y-coord,-1.0-1.0,1.5,1420.0,0.0,0.0
31,c-n-1,Y-coord,-1.0-1.0,1.75,1407.0,13.0,0.9154929577464789
127,c-n-2,Y-coord,-1.0-1.0,1.75,1369.0,51.0,3.591549295774648
223,c-n-3,Y-coord,-1.0-1.0,1.75,1418.0,2.0,0.14084507042253522
319,c-o-1,Y-coord,-1.0-1.0,1.75,1384.0,36.0,2.535211267605634
415,c-o-2,Y-coord,-1.0-1.0,1.75,1417.0,3.0,0.2112676056338028
511,c-o-3,Y-coord,-1.0-1.0,1.75,1345.0,75.0,5.28169014084507
607,c-o-4,Y-coord,-1.0-1.0,1.75,1364.0,56.0,3.943661971830986
703,c-o-5,Y-coord,-1.0-1.0,1.75,1336.0,84.0,5.915492957746479
799,c-o-6,Y-coord,-1.0-1.0,1.75,1366.0,54.0,3.8028169014084505
895,c-o-7,Y-coord,-1.0-1.0,1.75,1364.0,56.0,3.943661971830986
991,c-o-8,Y-coord,-1.0-1.0,1.75,1374.0,46.0,3.23943661971831
1087,c-p-1,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
1183,c-s-1,Y-coord,-1.0-1.0,1.75,1419.0,1.0,0.07042253521126761
1279,n-o-1,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
1375,n-o-2,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
1471,n-o-3,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
1567,n-o-4,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
1663,n-o-5,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
1759,n-o-6,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
1855,p-n-1,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
1951,p-n-2,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
2047,p-n-3,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
2143,p-n-4,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
2239,p-o-10,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
2335,p-o-11,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
2431,p-o-12,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
2527,p-o-13,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
2623,p-o-14,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
2719,p-o-15,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
2815,p-o-16,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
2911,p-o-17,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
3007,p-o-18,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
3103,p-o-19,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
3199,p-o-20,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
3295,p-o-21,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
3391,p-o-22,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
3487,p-o-23,Y-coord,-1.0-1.0,1.75,1416.0,4.0,0.28169014084507044
3583,p-o-24,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
3679,p-o-25,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
3775,p-o-26,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
3871,p-o-27,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
3967,p-o-28,Y-coord,-1.0-1.0,1.75,1416.0,4.0,0.28169014084507044
4063,p-o-29,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
4159,p-o-30,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
4255,p-o-31,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
4351,p-o-32,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
4447,p-o-33,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
4543,p-o-34,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
4639,p-o-35,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
4735,p-o-36,Y-coord,-1.0-1.0,1.75,1357.0,63.0,4.436619718309859
4831,p-o-37,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
4927,p-o-38,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
5023,p-o-39,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
5119,p-o-40,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
5215,p-o-41,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
5311,p-o-42,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
5407,p-o-43,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
5503,p-o-44,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
5599,p-o-45,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
5695,p-o-46,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
5791,p-o-47,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
5887,p-o-48,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
5983,p-o-8,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
6079,p-o-9,Y-coord,-1.0-1.0,1.75,1420.0,0.0,0.0
32,c-n-1,Y-coord,-2.0-2.0,0.0,1632.0,1208.0,42.53521126760563
128,c-n-2,Y-coord,-2.0-2.0,0.0,1611.0,1229.0,43.274647887323944
224,c-n-3,Y-coord,-2.0-2.0,0.0,1582.0,1258.0,44.29577464788732
320,c-o-1,Y-coord,-2.0-2.0,0.0,1666.0,1174.0,41.33802816901409
416,c-o-2,Y-coord,-2.0-2.0,0.0,1764.0,1076.0,37.88732394366197
512,c-o-3,Y-coord,-2.0-2.0,0.0,1420.0,1420.0,50.0
608,c-o-4,Y-coord,-2.0-2.0,0.0,1466.0,1374.0,48.38028169014085
704,c-o-5,Y-coord,-2.0-2.0,0.0,1584.0,1256.0,44.225352112676056
800,c-o-6,Y-coord,-2.0-2.0,0.0,1432.0,1408.0,49.57746478873239
896,c-o-7,Y-coord,-2.0-2.0,0.0,1635.0,1205.0,42.429577464788736
992,c-o-8,Y-coord,-2.0-2.0,0.0,1594.0,1246.0,43.87323943661972
1088,c-p-1,Y-coord,-2.0-2.0,0.0,1639.0,1201.0,42.2887323943662
1184,c-s-1,Y-coord,-2.0-2.0,0.0,1567.0,1273.0,44.82394366197183
1280,n-o-1,Y-coord,-2.0-2.0,0.0,1697.0,1143.0,40.24647887323944
1376,n-o-2,Y-coord,-2.0-2.0,0.0,1623.0,1217.0,42.852112676056336
1472,n-o-3,Y-coord,-2.0-2.0,0.0,1740.0,1100.0,38.732394366197184
1568,n-o-4,Y-coord,-2.0-2.0,0.0,1632.0,1208.0,42.53521126760563
1664,n-o-5,Y-coord,-2.0-2.0,0.0,1742.0,1098.0,38.66197183098591
1760,n-o-6,Y-coord,-2.0-2.0,0.0,1640.0,1200.0,42.25352112676056
1856,p-n-1,Y-coord,-2.0-2.0,0.0,1429.0,1411.0,49.683098591549296
1952,p-n-2,Y-coord,-2.0-2.0,0.0,1744.0,1096.0,38.59154929577465
2048,p-n-3,Y-coord,-2.0-2.0,0.0,1433.0,1407.0,49.54225352112676
2144,p-n-4,Y-coord,-2.0-2.0,0.0,1846.0,994.0,35.0
2240,p-o-10,Y-coord,-2.0-2.0,0.0,2150.0,690.0,24.295774647887324
2336,p-o-11,Y-coord,-2.0-2.0,0.0,2041.0,799.0,28.133802816901408
2432,p-o-12,Y-coord,-2.0-2.0,0.0,2241.0,599.0,21.091549295774648
2528,p-o-13,Y-coord,-2.0-2.0,0.0,1559.0,1281.0,45.105633802816904
2624,p-o-14,Y-coord,-2.0-2.0,0.0,2132.0,708.0,24.929577464788732
2720,p-o-15,Y-coord,-2.0-2.0,0.0,1509.0,1331.0,46.86619718309859
2816,p-o-16,Y-coord,-2.0-2.0,0.0,1794.0,1046.0,36.83098591549296
2912,p-o-17,Y-coord,-2.0-2.0,0.0,1761.0,1079.0,37.99295774647887
3008,p-o-18,Y-coord,-2.0-2.0,0.0,1547.0,1293.0,45.528169014084504
3104,p-o-19,Y-coord,-2.0-2.0,0.0,1443.0,1397.0,49.190140845070424
3200,p-o-20,Y-coord,-2.0-2.0,0.0,1774.0,1066.0,37.53521126760563
3296,p-o-21,Y-coord,-2.0-2.0,0.0,1576.0,1264.0,44.50704225352113
3392,p-o-22,Y-coord,-2.0-2.0,0.0,1550.0,1290.0,45.42253521126761
3488,p-o-23,Y-coord,-2.0-2.0,0.0,1965.0,875.0,30.809859154929576
3584,p-o-24,Y-coord,-2.0-2.0,0.0,1922.0,918.0,32.32394366197183
3680,p-o-25,Y-coord,-2.0-2.0,0.0,1550.0,1290.0,45.42253521126761
3776,p-o-26,Y-coord,-2.0-2.0,0.0,1747.0,1093.0,38.485915492957744
3872,p-o-27,Y-coord,-2.0-2.0,0.0,1967.0,873.0,30.739436619718308
3968,p-o-28,Y-coord,-2.0-2.0,0.0,1680.0,1160.0,40.84507042253521
4064,p-o-29,Y-coord,-2.0-2.0,0.0,1878.0,962.0,33.87323943661972
4160,p-o-30,Y-coord,-2.0-2.0,0.0,1465.0,1375.0,48.41549295774648
4256,p-o-31,Y-coord,-2.0-2.0,0.0,1490.0,1350.0,47.53521126760563
4352,p-o-32,Y-coord,-2.0-2.0,0.0,1575.0,1265.0,44.54225352112676
4448,p-o-33,Y-coord,-2.0-2.0,0.0,1531.0,1309.0,46.09154929577465
4544,p-o-34,Y-coord,-2.0-2.0,0.0,1761.0,1079.0,37.99295774647887
4640,p-o-35,Y-coord,-2.0-2.0,0.0,1580.0,1260.0,44.36619718309859
4736,p-o-36,Y-coord,-2.0-2.0,0.0,1564.0,1276.0,44.929577464788736
4832,p-o-37,Y-coord,-2.0-2.0,0.0,1492.0,1348.0,47.46478873239437
4928,p-o-38,Y-coord,-2.0-2.0,0.0,1558.0,1282.0,45.140845070422536
5024,p-o-39,Y-coord,-2.0-2.0,0.0,1617.0,1223.0,43.063380281690144
5120,p-o-40,Y-coord,-2.0-2.0,0.0,1521.0,1319.0,46.443661971830984
5216,p-o-41,Y-coord,-2.0-2.0,0.0,1554.0,1286.0,45.28169014084507
