,Name,Axis,Boundary,Threshold,Unfilled,Filled,%Filled
5742,p-o-46,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3218.0,403.0,11.129522231427782
5838,p-o-47,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3549.0,72.0,1.9884009942004972
5934,p-o-48,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3615.0,6.0,0.16570008285004142
6030,p-o-8,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3389.0,232.0,6.407069870201601
6126,p-o-9,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0
79,c-n-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
175,c-n-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3575.0,46.0,1.2703673018503177
271,c-n-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
367,c-o-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3571.0,50.0,1.3808340237503451
463,c-o-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3548.0,73.0,2.016017674675504
559,c-o-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3417.0,204.0,5.633802816901408
655,c-o-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3417.0,204.0,5.633802816901408
751,c-o-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3520.0,101.0,2.7892847279756974
847,c-o-6,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3362.0,259.0,7.152720243026788
943,c-o-7,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3592.0,29.0,0.8008837337752002
1039,c-o-8,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3604.0,17.0,0.4694835680751174
1135,c-p-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3565.0,56.0,1.5465341066003866
1231,c-s-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3591.0,30.0,0.8285004142502072
1327,n-o-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3620.0,1.0,0.027616680475006903
1423,n-o-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
1519,n-o-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
1615,n-o-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
1711,n-o-5,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
1807,n-o-6,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3614.0,7.0,0.19331676332504832
1903,p-n-1,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
1999,p-n-2,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
2095,p-n-3,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
2191,p-n-4,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
2287,p-o-10,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
2383,p-o-11,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
2479,p-o-12,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
2575,p-o-13,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3475.0,146.0,4.032035349351008
2671,p-o-14,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
2767,p-o-15,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3455.0,166.0,4.5843689588511465
2863,p-o-16,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3500.0,121.0,3.3416183374758353
2959,p-o-17,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
3055,p-o-18,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
3151,p-o-19,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
3247,p-o-20,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
3343,p-o-21,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
3439,p-o-22,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
3535,p-o-23,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
3631,p-o-24,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
3727,p-o-25,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
3823,p-o-26,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
3919,p-o-27,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
4015,p-o-28,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3413.0,208.0,5.744269538801436
4111,p-o-29,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3475.0,146.0,4.032035349351008
4207,p-o-30,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3516.0,105.0,2.899751449875725
4303,p-o-31,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
4399,p-o-32,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3325.0,296.0,8.174537420602043
4495,p-o-33,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3507.0,114.0,3.148301574150787
4591,p-o-34,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
4687,p-o-35,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
4783,p-o-36,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3564.0,57.0,1.5741507870753935
4879,p-o-37,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
4975,p-o-38,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3582.0,39.0,1.0770505385252693
5071,p-o-39,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3502.0,119.0,3.2863849765258215
5167,p-o-40,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
5263,p-o-41,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3512.0,109.0,3.0102181717757523
5359,p-o-42,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3481.0,140.0,3.8663352665009665
5455,p-o-43,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3469.0,152.0,4.19773543220105
5551,p-o-44,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
5647,p-o-45,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3533.0,88.0,2.4302678818006074
5743,p-o-46,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3374.0,247.0,6.821320077326705
5839,p-o-47,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3603.0,18.0,0.4971002485501243
5935,p-o-48,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
6031,p-o-8,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3495.0,126.0,3.47970173985087
6127,p-o-9,Y-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0
80,c-n-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1787.0,414.0,18.809631985461156
176,c-n-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1847.0,354.0,16.083598364379828
272,c-n-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1965.0,236.0,10.722398909586552
368,c-o-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1871.0,330.0,14.993184915947296
464,c-o-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1704.0,497.0,22.580645161290324
560,c-o-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1364.0,837.0,38.028169014084504
656,c-o-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1637.0,564.0,25.624716038164472
752,c-o-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1670.0,531.0,24.12539754656974
848,c-o-6,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1635.0,566.0,25.715583825533848
944,c-o-7,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1924.0,277.0,12.585188550658792
1040,c-o-8,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1858.0,343.0,15.58382553384825
1136,c-p-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,2049.0,152.0,6.905951840072694
1232,c-s-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1814.0,387.0,17.582916855974556
1328,n-o-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1860.0,341.0,15.492957746478874
1424,n-o-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1833.0,368.0,16.719672875965472
1520,n-o-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,2134.0,67.0,3.044070876874148
1616,n-o-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1835.0,366.0,16.628805088596092
1712,n-o-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,2139.0,62.0,2.816901408450704
1808,n-o-6,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1871.0,330.0,14.993184915947296
1904,p-n-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1867.0,334.0,15.174920490686052
2000,p-n-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1677.0,524.0,23.80736029077692
2096,p-n-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1613.0,588.0,26.715129486597
2192,p-n-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1459.0,742.0,33.71194911403907
2288,p-o-10,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1889.0,312.0,14.175374829622898
2384,p-o-11,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1871.0,330.0,14.993184915947296
2480,p-o-12,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,2148.0,53.0,2.407996365288505
2576,p-o-13,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1527.0,674.0,30.622444343480236
2672,p-o-14,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,2165.0,36.0,1.635620172648796
2768,p-o-15,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1385.0,816.0,37.07405724670604
2864,p-o-16,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1686.0,515.0,23.39845524761472
2960,p-o-17,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1898.0,303.0,13.7664697864607
3056,p-o-18,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1683.0,518.0,23.534756928668788
3152,p-o-19,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1554.0,647.0,29.39572921399364
3248,p-o-20,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1823.0,378.0,17.17401181281236
3344,p-o-21,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1661.0,540.0,24.53430258973194
3440,p-o-22,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1516.0,685.0,31.122217174011812
3536,p-o-23,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1526.0,675.0,30.667878237164924
3632,p-o-24,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1182.0,1019.0,46.297137664697864
3728,p-o-25,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1516.0,685.0,31.122217174011812
3824,p-o-26,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1439.0,762.0,34.62062698773285
3920,p-o-27,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1848.0,353.0,16.03816447069514
4016,p-o-28,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1599.0,602.0,27.351203998182644
4112,p-o-29,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1485.0,716.0,32.53066787823717
4208,p-o-30,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1524.0,677.0,30.758746024534304
4304,p-o-31,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1720.0,481.0,21.853702862335304
4400,p-o-32,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1592.0,609.0,27.669241253975464
4496,p-o-33,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1684.0,517.0,23.4893230349841
4592,p-o-34,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1830.0,371.0,16.855974557019536
4688,p-o-35,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1417.0,784.0,35.620172648796
4784,p-o-36,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1997.0,204.0,9.26851431167651
4880,p-o-37,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1645.0,556.0,25.26124488868696
4976,p-o-38,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1618.0,583.0,26.487960018173556
5072,p-o-39,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1648.0,553.0,25.124943207632896
5168,p-o-40,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1567.0,634.0,28.805088596092684
5264,p-o-41,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1566.0,635.0,28.850522489777372
5360,p-o-42,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1507.0,694.0,31.531122217174012
5456,p-o-43,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1138.0,1063.0,48.29622898682417
5552,p-o-44,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1362.0,839.0,38.11903680145389
5648,p-o-45,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1488.0,713.0,32.394366197183096
5744,p-o-46,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1243.0,958.0,43.52567014993185
5840,p-o-47,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1572.0,629.0,28.57791912766924
5936,p-o-48,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,2165.0,36.0,1.635620172648796
6032,p-o-8,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1802.0,399.0,18.128123580190824
6128,p-o-9,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.0,1625.0,576.0,26.169922762380736
81,c-n-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1832.0,369.0,16.76510676965016
177,c-n-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1911.0,290.0,13.175829168559746
273,c-n-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2021.0,180.0,8.17810086324398
369,c-o-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1902.0,299.0,13.584734211721944
465,c-o-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1721.0,480.0,21.808268968650612
561,c-o-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1547.0,654.0,29.71376646978646
657,c-o-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1646.0,555.0,25.215810995002272
753,c-o-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1684.0,517.0,23.4893230349841
849,c-o-6,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1643.0,558.0,25.35211267605634
945,c-o-7,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1946.0,255.0,11.585642889595638
1041,c-o-8,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1922.0,279.0,12.67605633802817
1137,c-p-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2067.0,134.0,6.088141753748296
1233,c-s-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1853.0,348.0,15.810995002271694
1329,n-o-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1892.0,309.0,14.039073148568832
1425,n-o-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1882.0,319.0,14.49341208541572
1521,n-o-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2135.0,66.0,2.9986369831894595
1617,n-o-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1886.0,315.0,14.311676510676966
1713,n-o-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2141.0,60.0,2.7260336210813265
1809,n-o-6,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1905.0,296.0,13.448432530667878
1905,p-n-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1956.0,245.0,11.13130395274875
2001,p-n-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1816.0,385.0,17.49204906860518
2097,p-n-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1885.0,316.0,14.357110404361654
2193,p-n-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1555.0,646.0,29.350295320308952
2289,p-o-10,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1934.0,267.0,12.130849613811904
2385,p-o-11,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1958.0,243.0,11.040436165379374
2481,p-o-12,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2165.0,36.0,1.635620172648796
2577,p-o-13,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1647.0,554.0,25.170377101317584
2673,p-o-14,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2180.0,21.0,0.9541117673784644
2769,p-o-15,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1402.0,799.0,36.301681054066336
2865,p-o-16,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1709.0,492.0,22.35347569286688
2961,p-o-17,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1956.0,245.0,11.13130395274875
3057,p-o-18,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1886.0,315.0,14.311676510676966
3153,p-o-19,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1599.0,602.0,27.351203998182644
3249,p-o-20,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1848.0,353.0,16.03816447069514
3345,p-o-21,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1795.0,406.0,18.446160835983644
3441,p-o-22,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1587.0,614.0,27.896410722398908
3537,p-o-23,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1624.0,577.0,26.215356656065424
3633,p-o-24,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1274.0,927.0,42.117219445706496
3729,p-o-25,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1587.0,614.0,27.896410722398908
3825,p-o-26,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1522.0,679.0,30.84961381190368
3921,p-o-27,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1881.0,320.0,14.538845979100408
4017,p-o-28,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1622.0,579.0,26.306224443434804
4113,p-o-29,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1549.0,652.0,29.622898682417084
4209,p-o-30,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1580.0,621.0,28.214447978191732
4305,p-o-31,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1755.0,446.0,20.263516583371196
4401,p-o-32,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1613.0,588.0,26.715129486597
4497,p-o-33,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1700.0,501.0,22.762380736029076
4593,p-o-34,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1955.0,246.0,11.17673784643344
4689,p-o-35,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1468.0,733.0,33.30304407087687
4785,p-o-36,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2028.0,173.0,7.860063607451159
4881,p-o-37,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1687.0,514.0,23.353021353930032
4977,p-o-38,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1724.0,477.0,21.671967287596548
5073,p-o-39,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1753.0,448.0,20.354384370740572
5169,p-o-40,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1875.0,326.0,14.811449341208542
5265,p-o-41,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1581.0,620.0,28.169014084507044
5361,p-o-42,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1575.0,626.0,28.441617446615176
5457,p-o-43,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1176.0,1025.0,46.569741026806
5553,p-o-44,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1444.0,757.0,34.39345751930941
5649,p-o-45,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1517.0,684.0,31.076783280327124
5745,p-o-46,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1328.0,873.0,39.663789186733304
5841,p-o-47,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1599.0,602.0,27.351203998182644
5937,p-o-48,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2180.0,21.0,0.9541117673784644
6033,p-o-8,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1814.0,387.0,17.582916855974556
6129,p-o-9,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1758.0,443.0,20.127214902317128
82,c-n-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1914.0,287.0,13.03952748750568
178,c-n-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2000.0,201.0,9.132212630622444
274,c-n-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2065.0,136.0,6.179009541117674
370,c-o-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1979.0,222.0,10.086324398000908
466,c-o-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1771.0,430.0,19.536574284416176
562,c-o-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1693.0,508.0,23.0804179918219
658,c-o-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1678.0,523.0,23.761926397092232
754,c-o-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1716.0,485.0,22.035438437074056
850,c-o-6,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1671.0,530.0,24.079963652885052
946,c-o-7,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2011.0,190.0,8.632439800090868
1042,c-o-8,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2030.0,171.0,7.769195820081781
1138,c-p-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2089.0,112.0,5.088596092685143
1234,c-s-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1918.0,283.0,12.857791912766924
1330,n-o-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1945.0,256.0,11.631076783280328
1426,n-o-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2042.0,159.0,7.223989095865516
1522,n-o-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2148.0,53.0,2.407996365288505
1618,n-o-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2042.0,159.0,7.223989095865516
1714,n-o-5,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2154.0,47.0,2.1353930031803725
1810,n-o-6,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1948.0,253.0,11.49477510222626
1906,p-n-1,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2131.0,70.0,3.1803725579282145
2002,p-n-2,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2090.0,111.0,5.043162199000454
2098,p-n-3,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2025.0,176.0,7.996365288505225
2194,p-n-4,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1718.0,483.0,21.94457064970468
2290,p-o-10,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2015.0,186.0,8.450704225352112
2386,p-o-11,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2133.0,68.0,3.089504770558837
2482,p-o-12,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2193.0,8.0,0.36347114947751025
2578,p-o-13,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1865.0,336.0,15.26578827805543
2674,p-o-14,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2199.0,2.0,0.09086778736937756
2770,p-o-15,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1451.0,750.0,34.075420263516584
2866,p-o-16,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1772.0,429.0,19.491140390731484
2962,p-o-17,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2037.0,164.0,7.45115856428896
3058,p-o-18,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1944.0,257.0,11.676510676965016
3154,p-o-19,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1698.0,503.0,22.853248523398456
3250,p-o-20,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1917.0,284.0,12.903225806451612
3346,p-o-21,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1999.0,202.0,9.177646524307134
3442,p-o-22,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1785.0,416.0,18.900499772830532
3538,p-o-23,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1888.0,313.0,14.220808723307588
3634,p-o-24,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1550.0,651.0,29.577464788732396
3730,p-o-25,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1785.0,416.0,18.900499772830532
3826,p-o-26,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1802.0,399.0,18.128123580190824
3922,p-o-27,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1958.0,243.0,11.040436165379374
4018,p-o-28,Y-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1685.0,516.0,23.443889141299408
